taxon	copy.no	gene	stAI	estAI
kuraishia capsulata	1	xyl3	0.490510917488685	0.526522226372805
kuraishia molischiana	1	xyl3	0.381054986907329	0.534398496240602
kuraishia ogatae	1	xyl3	0.456445428652915	0.667933852879681
kurtzmaniella cleridarum	1	xyl3	0.247207796513453	0.370108161258604
lachancea cidri	1	xyl3	0.260695232259522	0.39023851590106
lachancea dasiensis	1	xyl3	0.233458536345028	0.319682675814751
lachancea fantastica	1	xyl3	0.20624724355023	0.247679324894515
lachancea fermentati	1	xyl3	0.24175726807506	0.583137673425827
lachancea kluyveri	1	xyl3	0.240920087176051	0.157246669358094
lachancea lanzarotensis	1	xyl3	0.205455280525632	0.371108058608059
lachancea meyersii	1	xyl3	0.254082260474726	0.414582450190759
lachancea mirantina	1	xyl3	0.251589144089726	0.315231501514496
lachancea nothofagi	1	xyl3	0.229666699055975	0.103448275862069
lachancea quebecensis	1	xyl3	0.238265138572861	0.512337371018394
lachancea thermotolerans	1	xyl3	0.242307934570335	0.65635143908245
lachancea waltii	1	xyl3	0.21727206257144	0.305635359116022
lipomyces japonicus	1	xyl3	0.25508065836761	0.0874335676324361
lodderomyces elongisporus	1	xyl3	0.3860526833048	0.717674716819833
metschnikowia aberdeeniae	1	xyl3	0.418541259032516	0.813755458515284
metschnikowia arizonensis	1	xyl3	0.398391010573328	0.89202786377709
metschnikowia bicuspidata	1	xyl3	0.281079879177024	0.599670171098743
metschnikowia borealis	1	xyl3	0.171700917994523	0.759025587101297
metschnikowia bowlesiae	1	xyl3	0.0916131023377874	0.689694876223374
metschnikowia cerradonensis	1	xyl3	0.266925486887581	0.798448275862069
metschnikowia continentalis	1	xyl3	0.207887147887929	0.760892116182573
metschnikowia dekortum	1	xyl3	0.155955331412627	0.791065705128205
metschnikowia drakensbergensis	1	xyl3	0.422364883483395	0.688524590163934
metschnikowia hamakuensis	1	xyl3	0.148038572219379	0.862642327851075
metschnikowia hawaiiensis	1	xyl3	0.136724153814882	0.865279299014239
metschnikowia hibisci	1	xyl3	0.516590048189984	0.858119304059652
metschnikowia ipomoeae	1	xyl3	0.240052660736128	0.829241480395749
metschnikowia kamakouana	1	xyl3	0.305232948954779	0.864003073376873
metschnikowia kipukae	1	xyl3	0.400115049140773	0.617317275747508
metschnikowia lockheadii	1	xyl3	0.249303578159112	0.667600210047261
metschnikowia matae maris	1	xyl3	0.217446135903715	0.766046887631366
metschnikowia matae	1	xyl3	0.25984362519896	0.749379652605459
metschnikowia mauinuiana	1	xyl3	0.163458950834664	0.856438356164384
metschnikowia proteae	1	xyl3	0.416003113456615	0.742763292958325
metschnikowia santaceciliae	1	xyl3	0.301013135410166	0.843706047819972
metschnikowia shivogae	1	xyl3	0.274252592179242	0.769860064585576
metschnikowia similis	1	xyl3	0.108366307151952	0.664516129032258
meyerozyma caribbica	1	xyl3	0.530924520323225	0.79093931837074
meyerozyma guilliermondii	1	xyl3	0.49073526165247	0.774058577405858
millerozyma acaciae	1	xyl3	0.286490757036755	0.411903232712481
nadsonia fulvescens var elongata	1	xyl3	0.266880935669351	0.484704158270746
nakaseomyces bacillisporus	1	xyl3	0.23050307841025	0.329560296038311
nakaseomyces bracarensis	1	xyl3	0.243384058476402	0.242430318828955
nakaseomyces castellii	1	xyl3	0.264515856934615	0.616868550919695
nakaseomyces delphensis	1	xyl3	0.306164625254131	0.431889516635279
nakaseomyces nivariensis	1	xyl3	0.258245942669441	0.419420644634843
nakazawaea holstii	1	xyl3	0.581994222341138	0.811310782241015
nakazawaea peltata	1	xyl3	0.423235934564794	0.580657419722592
naumovozyma castellii	1	xyl3	0.359229936364901	0.510612973616346
naumovozyma dairenensis	1	xyl3	0.425374540510681	0.325393154486587
ogataea glucozyma	1	xyl3	0.291461399887137	0.770314192849404
ogataea henricii	1	xyl3	0.333718037890604	0.250478743776331
ogataea kodamae	1	xyl3	0.237755779071403	0.19333799208013
ogataea methanolica	1	xyl3	0.449821966605636	0.683742052679382
ogataea methylivora	1	xyl3	0.4272881085127	0.668871866295265
ogataea minuta	1	xyl3	0.337557574236436	0.22952380952381
ogataea naganishii	1	xyl3	0.3814015177839	0.693952945751507
ogataea nitratoaversa	1	xyl3	0.554369737363429	0.888577827547592
ogataea nonfermentans	1	xyl3	0.357596141386576	0.431006346328196
ogataea parapolymorpha	1	xyl3	0.386101433001422	0.316841579210395
ogataea philodendra	1	xyl3	0.350164560100423	0.449743704033876
ogataea pilisensis	1	xyl3	0.418548025755807	0.758006443054766
ogataea pini	1	xyl3	0.313391220219029	0.32536443148688
ogataea polymorpha	1	xyl3	0.383301116101217	0.521472392638037
ogataea populiabae	1	xyl3	0.304543771030398	0.278239042286156
ogataea ramenticola	1	xyl3	0.656385655349423	0.845520852814662
ogataea trehaloabstinens	1	xyl3	0.331221525247381	0.63163778647289
ogataea trehalophila	1	xyl3	0.364087270424342	0.730131826741996
ogataea zsoltii	1	xyl3	0.40120381716266	0.628958412819535
pachysolen tannophilus	1	xyl3	0.511290565076646	0.72880720180045
peterozyma toletana	1	xyl3	0.45501473761108	0.336856460961473
peterozyma xylosa	1	xyl3	0.456355509403606	0.295466666666667
phaffomyces antillensis	1	xyl3	0.451805990742081	0.190714948932219
phaffomyces opuntiae	1	xyl3	0.478540811472736	0.199635369188696
phaffomyces thermotolerans	1	xyl3	0.494971594431979	0.253335911815896
pichia exigua	1	xyl3	0.345441309232401	0.604905239687848
pichia heedii	1	xyl3	0.517956707938559	0.8025613660619
pichia kudriavzevii	1	xyl3	0.278206021914099	0.570209133589415
pichia membranifaciens	1	xyl3	0.410893599105318	0.633968729920754
pichia nakasei	1	xyl3	0.459160719402878	0.65852442671984
pichia occidentalis	1	xyl3	0.258860886404179	0.0649614291514413
pichia terricola	1	xyl3	0.420242236472424	0.435727592630925
priceomyces carsonii	1	xyl3	0.410066258348031	0.538619786796334
priceomyces castillae	1	xyl3	0.413761691346268	0.636120813642901
priceomyces haplophilus	1	xyl3	0.429094920280798	0.593513058129739
priceomyces medius	1	xyl3	0.483927518771787	0.746484531940538
saccharomyces arboricola	1	xyl3	0.315260514803989	0.555719557195572
saccharomyces cerevisiae	1	xyl3	0.248998698517759	0.177991581479254
saccharomyces eubayanus	1	xyl3	0.281352261604543	0.530283778060144
saccharomyces kudriavzevii	1	xyl3	0.241898950225072	0.386707611318272
saccharomyces mikatae	1	xyl3	0.286351817669749	0.462565674255692
saccharomyces paradoxus	1	xyl3	0.253527279487099	0.339478703115067
saccharomyces uvarum	1	xyl3	0.284413382335902	0.566574644298153
saccharomycopsis capsularis	1	xyl3	0.385532232044657	0.627067669172932
saccharomycopsis malanga	1	xyl3	0.449730011715599	0.294209161624892
saprochaete clavata	1	xyl3	0.295354880864363	0.0981677592872752
saturnispora dispora	1	xyl3	0.2616826175177	0.270385304659498
saturnispora hagleri	1	xyl3	0.318361842336977	0.603466723732078
saturnispora mendoncae	1	xyl3	0.39101474170435	0.456961429915334
saturnispora saitoi	1	xyl3	0.291621457003168	0.273070936179675
saturnispora serradocipensis	1	xyl3	0.245667596056055	0.193681917211329
saturnispora zaruensis	1	xyl3	0.213751395317784	0.303868597363302
scheffersomyces lignosus	1	xyl3	0.419523985073324	0.880586592178771
scheffersomyces stipitis	1	xyl3	0.403916061768445	0.830706569860103
spathaspora arborariae	1	xyl3	0.347234275261169	0.889615699100572
spathaspora girioi	1	xyl3	0.304834353532109	0.925203898945693
spathaspora gorwiae	1	xyl3	0.458197703835585	0.929445350734095
spathaspora hagerdaliae	1	xyl3	0.496264919669191	0.930384615384615
spathaspora passalidarum	1	xyl3	0.460841841266718	0.93126634292118
sporopachydermia lactativora	1	xyl3	0.458929361691288	0.912319238513637
sporopachydermia quercuum	1	xyl3	0.493028584351541	0.586600404932818
starmera amethionina	1	xyl3	0.39364339716563	0.174887011200629
starmera quercuum	1	xyl3	0.267586178742113	0.0343228200371058
sugiyamaella lignohabitans	1	xyl3	0.337850421001279	0.756021327449899
tetrapisispora iriomotensis	1	xyl3	0.44767039263842	0.573275862068966
tetrapisispora phaffii	1	xyl3	0.380010230873639	0.349577804583836
tortispora caseinolytica	1	xyl3	0.379008565509534	0.313124274099884
tortispora ganteri	1	xyl3	0.470927835161592	0.546908315565032
tortispora starmeri	1	xyl3	0.316203291850615	0.235319516407599
torulaspora delbrueckii	1	xyl3	0.373491159965671	0.649930907415937
torulaspora franciscae	1	xyl3	0.2962376563342	0.384356602186712
torulaspora maleeae	1	xyl3	0.311395380903539	0.65574168487497
torulaspora microellipsoides	1	xyl3	0.375826878417209	0.514091545072956
torulaspora pretoriensis	1	xyl3	0.253946311003081	0.321877309682188
trigonopsis variabilis	1	xyl3	0.440200814663813	0.407797270955166
trigonopsis vinaria	1	xyl3	0.337751327774504	0.152295409181637
vanderwaltozyma polyspora	1	xyl3	0.398748767532511	0.487261146496815
wickerhamia fluorescens	1	xyl3	0.241242145729388	0.682186234817814
wickerhamomyces alni	1	xyl3	0.47127844945942	0.538779174147217
wickerhamomyces anomalus	1	xyl3	0.41176295495968	0.721420078138271
wickerhamomyces bovis	1	xyl3	0.494111051062962	0.314760686883449
wickerhamomyces canadensis	1	xyl3	0.436364796753827	0.479337370858568
wickerhamomyces ciferrii	1	xyl3	0.551496293946452	0.754369825206992
wickerhamomyces hampshirensis	1	xyl3	0.426308640738025	0.200608991581587
yamadazyma nakazawae	1	xyl3	0.46872753282603	0.818236959158916
yamadazyma philogaea	1	xyl3	0.537485903509459	0.863487916394513
yamadazyma scolyti	1	xyl3	0.479063594732554	0.856791136643414
yarrowia bubula	1	xyl3	0.23844634231124	0.430363864491844
yarrowia deformans	1	xyl3	0.307770536341331	0.379382775892713
yarrowia divulgata	1	xyl3	0.24018094038199	0.396028594122319
yarrowia keelungensis	1	xyl3	0.316468574349456	0.372242344418834
yarrowia lipolytica	1	xyl3	0.323177687696711	0.339820114472608
zygoascus meyerae	1	xyl3	0.302498417562101	0.558934642992067
zygoascus ofunaensis	1	xyl3	0.421754558222714	0.450592885375494
zygosaccharomyces bailii	1	xyl3	0.132794133113223	0.30242673992674
zygosaccharomyces bisporus	1	xyl3	0.309415322569283	0.463469803211943
zygosaccharomyces kombuchaensis	1	xyl3	0.350362086436916	0.41371158392435
zygosaccharomyces rouxii	1	xyl3	0.38293831558652	0.267849124382577
zygotorulaspora florentina	1	xyl3	0.271820395729352	0.513183279742765
zygotorulaspora mrakii	1	xyl3	0.248638481110919	0.476126729138777
lipomyces lipofer	1	xyl3	0.451670841749335	0.347039706090151
lipomyces lipofer	2	xyl3	0.451670841749335	0.347039706090151
magnusiomyces tetrasperma	1	xyl3	0.21873446932078	0.0610231108802908
pichia norvegensis	1	xyl3	0.268915348709164	0.38992742467561
lipomyces doorenjongii	1	xyl3	0.512955191929362	0.856218813527999
lipomyces arxii	1	xyl3	0.272670443700655	0.319360176503034
lipomyces kononenkoae	1	xyl3	0.273582703368672	0.408322496749025
lipomyces mesembrius	1	xyl3	0.283882597108923	0.407968489622784
lipomyces oligophaga	1	xyl3	0.249146944535425	0.192554557124519
lipomyces starkeyi	1	xyl3	0.266723775497448	0.415988815455008
lipomyces suomiensis	1	xyl3	0.256709015733042	0.621783876500858
